food,portion,units,gross_weight,net_weight,energy,carbs,clasification
Bubulubu,1/3,pieza,12.0,12.0,46.0,9.2,AZUCARES SIN GRASA
Burn *,1/5,lata,62.0,62.0,36.0,9.0,AZUCARES SIN GRASA
Café capuchino helado,1/3,taza,80.0,80.0,43.0,8.0,AZUCARES SIN GRASA
Café capuchino instantáneo,2,cucharadita,8.0,8.0,32.0,6.9,AZUCARES SIN GRASA
Cajeta,1 1/2,cucharadita,9.0,9.0,36.0,6.4,AZUCARES SIN GRASA
Caramelo,2,pieza pequeña,12.0,12.0,47.0,11.8,AZUCARES SIN GRASA
Caramelo de mantequilla,2,pieza,11.0,11.0,45.0,10.8,AZUCARES SIN GRASA
Caramelo macizo,2,pieza pequeña,12.0,12.0,47.0,11.8,AZUCARES SIN GRASA
Caramelo salvavidas,4,pieza,10.0,10.0,40.0,10.0,AZUCARES SIN GRASA
Cáscara de naranja cristalizada,10,g,10.0,10.0,32.0,8.2,AZUCARES SIN GRASA
Castaña,2,pieza,22.0,22.0,44.0,9.9,AZUCARES SIN GRASA
Castaña con cáscara,2,pieza,30.0,18.0,39.0,8.3,AZUCARES SIN GRASA
Castaña asada,12,g,12.0,12.0,44.0,9.4,AZUCARES SIN GRASA
Chewy candy,1/2,pieza,13.0,13.0,44.0,10.5,AZUCARES SIN GRASA
Chicle,5,pieza,15.0,15.0,37.0,9.9,AZUCARES SIN GRASA
Chicle bajo en azúcar,6,pieza,12.0,12.0,32.0,11.4,AZUCARES SIN GRASA
Chicloso,1,pieza,12.0,12.0,46.0,8.7,AZUCARES SIN GRASA
Chocolate en polvo sin azúcar,2,cucharadita,10.0,10.0,40.0,6.0,AZUCARES SIN GRASA
Cococa en polvo,2,cucharadita,10.0,10.0,40.0,6.0,AZUCARES SIN GRASA
Conos de helado,3,pieza,12.0,12.0,44.0,11.1,AZUCARES SIN GRASA
Crazy dips sabor frutas,1,sobre,12.0,12.0,45.0,12.0,AZUCARES SIN GRASA
Cubierta de chocolate ,2,cucharadita,12.0,12.0,48.0,9.1,AZUCARES SIN GRASA
Cubierta de fresa,3,cucharadita,16.0,16.0,41.0,10.6,AZUCARES SIN GRASA
Cubierta de piña,3,cucharadita,16.0,16.0,40.0,10.6,AZUCARES SIN GRASA
Cueritos de fruta,1/2,pieza,11.0,11.0,39.0,9.0,AZUCARES SIN GRASA
Flan en polvo,1,cucharada,12.0,12.0,42.0,11.0,AZUCARES SIN GRASA
Fruta cristalizada,15,g,15.0,15.0,45.0,11.0,AZUCARES SIN GRASA
Gatorade variedad de sabores,200,ml,200.0,200.0,46.0,11.6,AZUCARES SIN GRASA
Gelatina,1/3,taza,59.0,59.0,37.0,8.4,AZUCARES SIN GRASA
Gelatina de sabor en polvo,10,g,10.0,10.0,38.0,9.1,AZUCARES SIN GRASA
Gelatina en polvo para agua,10,g,10.0,10.0,38.0,9.1,AZUCARES SIN GRASA
Gelatina en polvo para leche,10,g,10.0,10.0,38.0,9.1,AZUCARES SIN GRASA
Gelatina preparada,4 1/2,cucharada,72.0,72.0,45.0,10.2,AZUCARES SIN GRASA
Gomitas,4,pieza,12.0,12.0,42.0,10.2,AZUCARES SIN GRASA
Halls nite,1/2,pieza,8.0,8.0,31.0,7.6,AZUCARES SIN GRASA
Jalea,2,cucharadita,13.0,13.0,42.0,10.7,AZUCARES SIN GRASA
Jarabe de chocolate,1,cucharada,18.0,18.0,49.0,11.4,AZUCARES SIN GRASA
Jarabe de sabor para preparar agua,1,cucharada,17.0,17.0,41.0,11.2,AZUCARES SIN GRASA
Jugo de caña de azucar,1/4,taza,60.0,60.0,50.0,12.3,AZUCARES SIN GRASA
Jugo de ciruela pasa,1/4,taza,64.0,64.0,45.0,11.2,AZUCARES SIN GRASA
Jugo de citricos preparados con agua,1/3,taza,80.0,80.0,37.0,9.2,AZUCARES SIN GRASA
Jugo de fruta concentrado,20,g,20.0,20.0,45.0,10.1,AZUCARES SIN GRASA
Jugod e frutas,1/3,taza,80.0,80.0,40.0,10.0,AZUCARES SIN GRASA
"Jugo de zanahoria, manzana y 3 frutas citricas",1/3,taza,80.0,80.0,39.0,9.7,AZUCARES SIN GRASA
Jugo natural´es de Lala,1,pieza,125.0,125.0,28.0,6.5,AZUCARES SIN GRASA
Leche condensada,2,cucharadita,11.0,11.0,36.0,6.1,AZUCARES SIN GRASA
Leche condensada light,1,cucharada,16.0,16.0,45.0,9.6,AZUCARES SIN GRASA
Leche en polvo sabor chocolate con malbavisco,2,cucharada,14.0,14.0,56.0,12.6,AZUCARES SIN GRASA
leche en polvo sabor fudge de chocolate,2,cucharada,14.0,14.0,56.0,12.6,AZUCARES SIN GRASA
Malvavisco,2,pieza,14.0,14.0,45.0,11.4,AZUCARES SIN GRASA
Malvavisvo miniatura,18,pieza,13.0,13.0,40.0,10.2,AZUCARES SIN GRASA
Melaza,2 1/2,cucharadita,13.0,13.0,36.0,8.9,AZUCARES SIN GRASA
Mentas de caramelo,6,pieza,10.0,10.0,41.0,10.2,AZUCARES SIN GRASA
"Merngue ""duro""",11,pieza pequeña,11.0,11.0,42.0,10.2,AZUCARES SIN GRASA
Mermelada,2 1/2,cucharadita,17.0,17.0,41.0,10.0,AZUCARES SIN GRASA
Mermelada con frustosa,2 1/2,cucharada,43.0,43.0,40.0,10.0,AZUCARES SIN GRASA
"Mermelada de fruta, menos azucar",2,cucharada,30.0,30.0,40.0,9.9,AZUCARES SIN GRASA
miel  ,2,cucharadita,14.0,14.0,43.0,11.5,AZUCARES SIN GRASA
Miel de abeja,2,cucharadita,14.0,14.0,43.0,11.5,AZUCARES SIN GRASA
Miel de caña,2,cucharadita,12.0,12.0,35.0,8.7,AZUCARES SIN GRASA
Miel de maiz,2,cucharadita,12.0,12.0,36.0,9.0,AZUCARES SIN GRASA
Miel de jarabe sabor maple,2,cucharadita,12.0,12.0,31.0,8.1,AZUCARES SIN GRASA
Monster Energy*,1/5,lata,96.0,96.0,72.0,11.0,AZUCARES SIN GRASA
Monster Kaos*,1/5,lata,96.0,96.0,36.0,8.4,AZUCARES SIN GRASA
Mousse de chocolate sin grasa,1/4,taza,50.0,50.0,47.0,10.4,AZUCARES SIN GRASA
Néctar de fruta,1/4,taza,63.0,63.0,38.0,9.9,AZUCARES SIN GRASA
Nescafe Dolca gusto Nestea peach,2,cápsula,12.0,12.0,42.0,10.0,AZUCARES SIN GRASA
Nieves de frutas,40,g,40.0,40.0,40.0,9.7,AZUCARES SIN GRASA
Obelas de cajeta,1,pieza chica,7.0,7.0,30.0,5.3,AZUCARES SIN GRASA
Paleta de caramelo,2,pieza,12.0,12.0,44.0,11.8,AZUCARES SIN GRASA
Paleta helada de agua,1,pieza,52.0,52.0,41.0,10.0,AZUCARES SIN GRASA
Paleta helada de fruta,1/2,pieza,46.0,46.0,38.0,9.3,AZUCARES SIN GRASA
Paleta helada de fruta sin azúcar,3,pieza,153.0,153.0,36.0,9.6,AZUCARES SIN GRASA
Paleta helada de yogur sabor coco,1/2,pieza,35.0,35.0,47.0,9.1,AZUCARES SIN GRASA
Panditas,1/3,bolsa,15.0,15.0,47.0,10.9,AZUCARES SIN GRASA
Pasitas con chocolate,11,pieza,11.0,11.0,43.0,7.5,AZUCARES SIN GRASA
Piloncillo,10,g,10.0,10.0,36.0,9.1,AZUCARES SIN GRASA
Piloncillo rallado,1,cucharada,10.0,10.0,36.0,9.1,AZUCARES SIN GRASA
Ponche de frutas,1/3,taza,79.0,79.0,36.0,9.2,AZUCARES SIN GRASA
Queso de tuna,13,g,13.0,13.0,42.0,10.3,AZUCARES SIN GRASA
Red Bull*,1/3,lata,83.0,83.0,37.0,9.0,AZUCARES SIN GRASA
Refresco,1/4,lata,92.0,92.0,38.0,9.7,AZUCARES SIN GRASA
Refresco de cola,1/4,lata,92.0,92.0,38.0,9.7,AZUCARES SIN GRASA
Refresco de frutas,1/4,lata,89.0,89.0,44.0,11.1,AZUCARES SIN GRASA
Salsa catsup,2,cucharada,30.0,30.0,29.0,7.6,AZUCARES SIN GRASA
Salsa de manzana,1,cucharada,16.0,16.0,42.0,10.7,AZUCARES SIN GRASA
Salsa de tamarindo,25,g,25.0,25.0,40.0,8.8,AZUCARES SIN GRASA
Salsa demiglass,1/3,taza,63.0,63.0,36.0,7.5,AZUCARES SIN GRASA
Skwinkes clásicos,1/2,paquete,10.0,10.0,35.0,8.1,AZUCARES SIN GRASA
So be rush,1/3,lata,99.0,99.0,52.0,10.7,AZUCARES SIN GRASA
Té helado en polvo,4,cucharadita,10.0,10.0,41.0,10.1,AZUCARES SIN GRASA
Tribu *,1/4,lata,63.0,63.0,30.0,7.0,AZUCARES SIN GRASA
,,,,,,,AZUCARES SIN GRASA
*Bebida energética con cafeína,,,,,,,AZUCARES SIN GRASA
Aguardiente,50,ml,50.0,50.0,140.0,0.0,BEBIDAS ALCOHOLICAS
Anís dulce seco,55,ml,55.0,55.0,147.0,0.6,BEBIDAS ALCOHOLICAS
Brandy,60,ml,60.0,60.0,139.0,0.0,BEBIDAS ALCOHOLICAS
Cerveza,1,tarro o lata,356.0,356.0,153.0,12.6,BEBIDAS ALCOHOLICAS
Cerveza ligth,1 1/2,tarro o lata,531.0,531.0,154.0,8.7,BEBIDAS ALCOHOLICAS
Champaña,1,copa,150.0,150.0,101.0,2.3,BEBIDAS ALCOHOLICAS
Coñac,60,ml,60.0,60.0,144.0,1.2,BEBIDAS ALCOHOLICAS
Crema de menta,40,ml,40.0,40.0,148.0,16.6,BEBIDAS ALCOHOLICAS
Ginebra,55,ml,55.0,55.0,145.0,0.0,BEBIDAS ALCOHOLICAS
Licor 100° proof,50,ml,50.0,50.0,148.0,1.8,BEBIDAS ALCOHOLICAS
Licor 94° proof,50,ml,50.0,50.0,138.0,1.8,BEBIDAS ALCOHOLICAS
Licor 90° proof,55,ml,55.0,55.0,145.0,1.9,BEBIDAS ALCOHOLICAS
Licor 86° proof,55,ml,55.0,55.0,138.0,1.9,BEBIDAS ALCOHOLICAS
Licor 80° proof,60,ml,60.0,60.0,139.0,2.1,BEBIDAS ALCOHOLICAS
Licor de almendras,60,ml,60.0,60.0,134.0,21.0,BEBIDAS ALCOHOLICAS
Licor de café,45,ml,45.0,45.0,147.0,21.1,BEBIDAS ALCOHOLICAS
Licor de café con crema,45,ml,45.0,45.0,147.0,9.4,BEBIDAS ALCOHOLICAS
Licor de café con whiskey,45,ml,45.0,45.0,147.0,9.4,BEBIDAS ALCOHOLICAS
Licor de naranja,65,ml,65.0,65.0,146.0,22.8,BEBIDAS ALCOHOLICAS
Oporto,90,ml,90.0,90.0,145.0,11.7,BEBIDAS ALCOHOLICAS
Pulque,1,tarro,330.0,330.0,155.0,20.1,BEBIDAS ALCOHOLICAS
Rompope,60,ml,60.0,60.0,141.0,14.1,BEBIDAS ALCOHOLICAS
Ron blanco o añejo,60,ml,60.0,60.0,139.0,0.0,BEBIDAS ALCOHOLICAS
Sidra,2,copa,300.0,300.0,150.0,18.0,BEBIDAS ALCOHOLICAS
Tequila,55,ml,55.0,55.0,146.0,0.0,BEBIDAS ALCOHOLICAS
Vermouth seco,60,ml,60.0,60.0,134.0,0.2,BEBIDAS ALCOHOLICAS
Vino (12.2 % alcohol),1,copa,100.0,100.0,137.0,7.7,BEBIDAS ALCOHOLICAS
Vino blanco dulce,1,copa,100.0,100.0,160.0,13.7,BEBIDAS ALCOHOLICAS
Vino blanco seco,2,copa,200.0,200.0,164.0,5.2,BEBIDAS ALCOHOLICAS
Vino de manzana,1,copa,150.0,150.0,191.0,15.0,BEBIDAS ALCOHOLICAS
Vino de meza,2,copa,200.0,200.0,166.0,5.4,BEBIDAS ALCOHOLICAS
Vino espumoso,1,copa,150.0,150.0,101.0,2.3,BEBIDAS ALCOHOLICAS
Vino rosado,2,copa,200.0,200.0,134.0,2.7,BEBIDAS ALCOHOLICAS
Vino tinto,2,copa,200.0,200.0,170.0,5.2,BEBIDAS ALCOHOLICAS
Vodka,60,ml,60.0,60.0,139.0,0.0,BEBIDAS ALCOHOLICAS
Whisky,55,ml,55.0,55.0,138.0,0.1,BEBIDAS ALCOHOLICAS
Barra Choco Krispis,1,barra,19.0,19.0,17.0,15.0,CEREALES CON GRASA
Barra de fruta con Avena fresa,30,g,30.0,30.0,120.0,17.7,CEREALES CON GRASA
Barra de granola,3/4,pieza,21.0,21.0,101.0,13.7,CEREALES CON GRASA
Barra multigrano linaza,20,g,20.0,20.0,99.0,12.0,CEREALES CON GRASA
Barra zucaritas,1,barra,21.0,21.0,90.0,16.0,CEREALES CON GRASA
Barra Chewy para niños varios sabores,1,paquete,23.0,23.0,95.0,17.0,CEREALES CON GRASA
Barrita de granola con cacahuate,1/3,pieza,19.0,19.0,87.0,11.0,CEREALES CON GRASA
Barrita de granola con choco chip,1,pieza,28.0,28.0,119.0,19.6,CEREALES CON GRASA
Barrita de granola con pasitas y nuez,3/4,pieza,21.0,21.0,87.0,13.5,CEREALES CON GRASA
Barrita de granola cubierta con chocolate,3/4,pieza,21.0,21.0,98.0,13.4,CEREALES CON GRASA
Barrita de fresa,1/3,pieza,21.0,21.0,97.0,14.4,CEREALES CON GRASA
Barrita marinela,20,g,20.0,20.0,91.0,13.4,CEREALES CON GRASA
Base para pay,20,g,20.0,20.0,110.0,9.0,CEREALES CON GRASA
Bigote relleno de chocolate,1/3,pieza,21.0,21.0,93.0,11.3,CEREALES CON GRASA
Bigote de cajeta,1/3,pieza,22.0,22.0,103.0,9.0,CEREALES CON GRASA
Bigotes de chocolate,1/3,pieza,22.0,22.0,103.0,9.0,CEREALES CON GRASA
Bigotes miniatura de cajeta,2,pieza,26.0,26.0,119.0,10.5,CEREALES CON GRASA
Bimbuñuelos,2,pieza,30.0,30.0,120.0,16.0,CEREALES CON GRASA
Bisquet,1/2,pieza,33.0,33.0,118.0,15.8,CEREALES CON GRASA
Botanas con proteinas de amaranto,1/2,bolsa,20.0,20.0,101.0,10.1,CEREALES CON GRASA
Brownie casero,1,pieza,24.0,24.0,112.0,12.0,CEREALES CON GRASA
Brownie comercial,1/2,pieza,28.0,28.0,114.0,17.9,CEREALES CON GRASA
Charritos de amaranto,1/2,bolsa,20.0,20.0,101.0,10.1,CEREALES CON GRASA
Cheescake,1,rebanada,30.0,30.0,96.0,7.7,CEREALES CON GRASA
Cheetos,20,g,20.0,20.0,110.0,10.4,CEREALES CON GRASA
Cheetos poffs,20,g,20.0,20.0,106.0,10.4,CEREALES CON GRASA
Chetos torciditos,20,g,20.0,20.0,108.0,10.2,CEREALES CON GRASA
Chicharrón de harina enchilado,1/2,bolsa,23.0,23.0,106.0,12.5,CEREALES CON GRASA
Chips ahoy,2,pieza,19.0,19.0,91.0,12.6,CEREALES CON GRASA
Chips de platano,3/7,bolsa individual,21.0,21.0,109.0,12.3,CEREALES CON GRASA
Choco chispas,4,pieza,18.0,18.0,93.0,12.7,CEREALES CON GRASA
Churritos barcel,1/4,paquete,15.0,15.0,83.0,7.7,CEREALES CON GRASA
"Concha, pan dulce",1/3,pieza,21.0,21.0,87.0,11.1,CEREALES CON GRASA
Costra para pay casera,90,g,90.0,90.0,109.0,9.8,CEREALES CON GRASA
Costra para pay congelada,125,g,125.0,125.0,101.0,11.3,CEREALES CON GRASA
Croissant,1/2,pieza mediana,29.0,29.0,116.0,13.1,CEREALES CON GRASA
Croissant de manzana,3/4,pieza mediana,43.0,43.0,109.0,15.9,CEREALES CON GRASA
Croissant de queso,1/2,pieza mediana,29.0,29.0,118.0,13.4,CEREALES CON GRASA
Croutones sazonados,3/4,taza,23.0,23.0,105.0,14.3,CEREALES CON GRASA
Cuernitos,1/2,pieza mediana,29.0,29.0,116.0,13.1,CEREALES CON GRASA
Cuernitos de manzana,3/4,pieza mediana,43.0,43.0,109.0,15.9,CEREALES CON GRASA
Cuernitos de queso,1/2,pieza mediana,29.0,29.0,118.0,13.4,CEREALES CON GRASA
Cuernos,1/2,pieza mediana,29.0,29.0,116.0,13.1,CEREALES CON GRASA
Cupcake de chocolate,1/2,pieza ,30.0,30.0,105.0,18.0,CEREALES CON GRASA
Dalmata,1/3,pieza,19.0,19.0,83.0,10.9,CEREALES CON GRASA
Dona,1/3,pieza,21.0,21.0,90.0,10.7,CEREALES CON GRASA
Dona azucarada,1/3,pieza,21.0,21.0,90.0,10.7,CEREALES CON GRASA
Dona glaseada de chocolate,1/3,pieza,21.0,21.0,102.0,10.3,CEREALES CON GRASA
Dona glaseada sabor chocolate,1/3,pieza,21.0,21.0,102.0,10.3,CEREALES CON GRASA
Dona glaseada,1/3,pieza,21.0,21.0,90.0,10.7,CEREALES CON GRASA
Doraditas,1/2,pieza,18.0,18.0,98.0,12.3,CEREALES CON GRASA
Doritos incognita,1/3,paquete,19.0,19.0,90.0,10.8,CEREALES CON GRASA
Doritos nachos,1/3,paquete,20.0,20.0,95.0,11.0,CEREALES CON GRASA
Doritos pizzerolas,1/3,paquete,19.0,19.0,93.0,10.8,CEREALES CON GRASA
Eclair de chocolate,1/2,pieza,29.0,29.0,98.0,12.8,CEREALES CON GRASA
Fritos,20,g,20.0,20.0,110.0,9.6,CEREALES CON GRASA
Frituras de maíz con chile y limón,1/3,bolsa,19.0,19.0,84.0,8.3,CEREALES CON GRASA
Frituras de maíz con limón y sal,1/3,bolsa,19.0,19.0,84.0,8.3,CEREALES CON GRASA
Fruitcake,1/3,rebanada,32.0,32.0,104.0,19.9,CEREALES CON GRASA
Galletas con chispa de chocolate,3,pieza,21.0,21.0,105.0,13.8,CEREALES CON GRASA
Galletas cubierta de chocolate,1 1/2,pieza,21.0,21.0,103.0,14.2,CEREALES CON GRASA
Galleta de avena,1,pieza,18.0,18.0,81.0,12.4,CEREALES CON GRASA
Galleta de avena con pasas,2,pieza,25.0,25.0,110.0,15.0,CEREALES CON GRASA
Galleta de avena y manzana,1,pieza,24.0,24.0,108.0,17.6,CEREALES CON GRASA
Galleta de chocolate con relleno cremoso,2 1/2,pieza,23.0,23.0,106.0,16.5,CEREALES CON GRASA
Galleta de chocolate con relleno cremoso baja en grasa,3,pieza,27.0,27.0,119.0,20.6,CEREALES CON GRASA
Galleta de crema de cacahuate,1 1/2,pieza,23.0,23.0,108.0,13.2,CEREALES CON GRASA
Galleta de malvavisco con chocolate,2,pieza,26.0,26.0,110.0,17.6,CEREALES CON GRASA
Galleta de nuez,1 1/2,pieza,23.0,23.0,110.0,15.8,CEREALES CON GRASA
Galleta integral,4,pieza,20.0,20.0,95.0,13.9,CEREALES CON GRASA
Galleta integral con miel,4,pieza,24.0,24.0,110.0,18.2,CEREALES CON GRASA
Galleta integral de miel,4,pieza,24.0,24.0,110.0,18.2,CEREALES CON GRASA
Galleta integral de trigo,4,pieza,28.0,28.0,113.0,19.1,CEREALES CON GRASA
Galleta integral molida,4,cucharada,24.0,24.0,114.0,16.6,CEREALES CON GRASA
Galleta O´reo,2,pieza,18.0,18.0,86.0,12.2,CEREALES CON GRASA
Galleta salada cremosa,7,pieza,22.0,22.0,112.0,14.0,CEREALES CON GRASA
Galleta sandwich,2,pieza,21.0,21.0,91.0,16.5,CEREALES CON GRASA
Galleta sandwich chocolate,2,pieza,21.0,21.0,91.0,16.5,CEREALES CON GRASA
Galleta sandwuich de vainilla,2,pieza,21.0,21.0,91.0,16.5,CEREALES CON GRASA
Galleta wafers,6,pieza,21.0,21.0,105.0,15.8,CEREALES CON GRASA
Galletas con almendras,1 1/2,pieza,21.0,21.0,113.0,12.8,CEREALES CON GRASA
Galletas con chispas de chocolate,1/2,pieza,16.0,16.0,80.0,10.5,CEREALES CON GRASA
Galletas con chispas de chocolate bajas en grasa,2,pieza,20.0,20.0,90.0,14.6,CEREALES CON GRASA
Galletas con chispas de chocolate con mantequilla casera,1 1/2,pieza,24.0,24.0,117.0,14.0,CEREALES CON GRASA
Galletas de manzana con pasas,1,pieza,26.0,26.0,113.0,17.2,CEREALES CON GRASA
Gansito,25,g,25.0,25.0,99.0,14.9,CEREALES CON GRASA
Granola con almendras,3,cucharada,21.0,21.0,98.0,14.1,CEREALES CON GRASA
Granola con avena y miel,3,cucharada,21.0,21.0,96.0,13.7,CEREALES CON GRASA
Granola con pasitas y dátiles,3,cucharada,21.0,21.0,92.0,15.2,CEREALES CON GRASA
Granola estándar,3,cucharada,21.0,21.0,97.0,14.1,CEREALES CON GRASA
Granola Thins Nature Valley,1,pieza,17.0,17.0,80.0,11.0,CEREALES CON GRASA
Habaneras Bran Arándanos Ciruela,35,g,35.0,35.0,113.0,16.0,CEREALES CON GRASA
Harina de algodón  baja  en grado,4,cucharada,32.0,32.0,106.0,11.5,CEREALES CON GRASA
harina de cacahuate,4,cucharada,32.0,32.0,105.0,11.1,CEREALES CON GRASA
Harina de girasol parcialmente desgrasada,4,cucharada,32.0,32.0,105.0,11.5,CEREALES CON GRASA
Harina de sésamo baja en grasa,4,cucharada,32.0,32.0,107.0,11.4,CEREALES CON GRASA
Harina de soya baja en grasa,4,cucharada,32.0,32.0,120.0,11.2,CEREALES CON GRASA
Harina de soya desgrasada,4,cucharada,32.0,32.0,106.0,12.3,CEREALES CON GRASA
Harina de soya fill fat,3,cucharada,24.0,24.0,105.0,8.5,CEREALES CON GRASA
Hojaldra,1/3,pieza,28.0,28.0,115.0,13.0,CEREALES CON GRASA
Kinder delice,1/2,paquete,21.0,21.0,95.0,9.0,CEREALES CON GRASA
Macarrón con queso,1/4,taza,50.0,50.0,108.0,10.1,CEREALES CON GRASA
Madalena,3/4,pieza,20.0,20.0,92.0,8.9,CEREALES CON GRASA
Maíz palomero con mantequilla horno de microondas,2 1/2,taza,38.0,38.0,115.0,25.4,CEREALES CON GRASA
Marías Gamesa Cereale Chocoplátano,20,g,20.0,20.0,120.0,12.6,CEREALES CON GRASA
Marías Gamesa Cereale Fresa,30,g,30.0,30.0,121.0,18.9,CEREALES CON GRASA
Muffin con mantequilla,1/3,pieza,37.0,37.0,112.0,18.0,CEREALES CON GRASA
Muffin de blueberry,1/4,pieza,28.0,28.0,107.0,15.0,CEREALES CON GRASA
Muffin de maíz,1/3,pieza,37.0,37.0,114.0,19.0,CEREALES CON GRASA
Muffin integral,1/3,pieza,37.0,37.0,11.0,18.0,CEREALES CON GRASA
Muffin integral con pasas,1/3,pieza,37.0,37.0,118.0,19.9,CEREALES CON GRASA
Nachos,3,pieza,21.0,21.0,106.0,13.3,CEREALES CON GRASA
Nature valley,1/2,barra,18.0,18.0,70.0,12.5,CEREALES CON GRASA
Nature valley barra granola con manzana,1,pieza,21.0,21.0,90.0,13.0,CEREALES CON GRASA
Oreja,1/3,pieza,17.0,17.0,81.0,9.6,CEREALES CON GRASA
Orejas de pan dulce,1/3,pieza,17.0,17.0,81.0,9.6,CEREALES CON GRASA
Palomitas con queso,3/4,taza,21.0,21.0,110.0,10.8,CEREALES CON GRASA
Palomitas garapiñadas,3/4,taza,21.0,21.0,91.0,16.6,CEREALES CON GRASA
Pan de ajo,1,pieza,28.0,28.0,93.0,12.3,CEREALES CON GRASA
Pan de ajo con queso,1,pieza,28.0,28.0,98.0,11.3,CEREALES CON GRASA
"Pan dulce, orejas",1/3,pieza,17.0,17.0,81.0,9.6,CEREALES CON GRASA
Pan de jenjibre,1,rebanada,28.0,28.0,100.0,13.8,CEREALES CON GRASA
Pan de muesli,1,rebanada,28.0,28.0,94.0,13.2,CEREALES CON GRASA
Pan tipo muffin con mantequilla,1/3,pieza,37.0,37.0,112.0,18.0,CEREALES CON GRASA
Pan tipo muffin de fruta,1/4,pieza,28.0,28.0,107.0,15.0,CEREALES CON GRASA
pan tipo muffin de maíz,1/3,pieza,37.0,37.0,144.0,19.0,CEREALES CON GRASA
Pan tipo muffin integral,1/3,pieza,37.0,37.0,101.0,18.0,CEREALES CON GRASA
Panqué,1/2,rebanada,20.0,20.0,84.0,9.8,CEREALES CON GRASA
Panqué con mantequilla,1/2,rebanada,20.0,20.0,84.0,9.8,CEREALES CON GRASA
Panqué de nata,1/2,rebanada,23.0,23.0,97.0,10.7,CEREALES CON GRASA
Panqué de salvado,1,rebanada,40.0,40.0,118.0,13.6,CEREALES CON GRASA
Panquecito cubierto de chocolate,1/2,pieza,24.0,24.0,86.0,14.2,CEREALES CON GRASA
Panquecito cubierto de vainilla,1/2,pieza,33.0,33.0,119.0,20.6,CEREALES CON GRASA
Panquecito de vainilla,1/2,pieza,33.0,33.0,119.0,20.6,CEREALES CON GRASA
Papa congelada para freir,50,g,50.0,50.0,100.0,15.6,CEREALES CON GRASA
Papa hash brown,1/4,taza,39.0,39.0,100.0,13.7,CEREALES CON GRASA
Papa sal,20,g,20.0,20.0,107.0,11.0,CEREALES CON GRASA
Papas fritas,6,pieza,18.0,18.0,100.0,9.2,CEREALES CON GRASA
Papas fritas a la francesa,4,pieza,20.0,20.0,112.0,10.2,CEREALES CON GRASA
Papas fritas bajas en grasa,7,pieza,21.0,21.0,105.0,13.6,CEREALES CON GRASA
Papas fritas con crema ácida y cebolla,6,pieza,18.0,18.0,98.0,9.2,CEREALES CON GRASA
papas fritas con queso,6,pieza,18.0,18.0,99.0,9.1,CEREALES CON GRASA
Papas fritas en juliana,6,pieza,30.0,30.0,100.0,11.9,CEREALES CON GRASA
Papas fritas light,10,pieza,19.0,19.0,100.0,11.9,CEREALES CON GRASA
Papas fritas reducidas en grasa,3/4,bolsa individual,20.0,20.0,94.0,12.2,CEREALES CON GRASA
Papas sabritas,20,g,195.0,195.0,102.0,10.4,CEREALES CON GRASA
Papilla de macarrones con pollo,1 1/2,frasco,20.0,20.0,101.0,14.6,CEREALES CON GRASA
Pasta de hojaldre,20,g,20.0,20.0,108.0,7.6,CEREALES CON GRASA
Pasta hojaldrada,20,g,20.0,20.0,108.0,7.6,CEREALES CON GRASA
Pasta quebrada,20,g,28.0,28.0,108.0,7.6,CEREALES CON GRASA
Pastel de chocolate,1,rebanada,28.0,28.0,104.0,14.8,CEREALES CON GRASA
Pastel de frutas,1,rebanada,28.0,28.0,91.0,17.3,CEREALES CON GRASA
Pastel de piña,1,rebanada,28.0,28.0,89.0,14.1,CEREALES CON GRASA
Pastel de zanahoria con cubierta de queso crema,1/2,rebanada,28.0,28.0,112.0,14.6,CEREALES CON GRASA
Pastelito con relleno cremoso y mermelada,1/2,pieza,25.0,25.0,98.0,14.8,CEREALES CON GRASA
Pastelito de chocolate con relleno cremoso,1,pieza,30.0,30.0,109.0,18.7,CEREALES CON GRASA
Pastitas de mantequilla,2,pieza,15.0,15.0,84.0,9.6,CEREALES CON GRASA
Pay de calabaza,1,rebanada,45.0,45.0,109.0,15.7,CEREALES CON GRASA
Pay de chocolate,1,rebanada,30.0,30.0,91.0,10.1,CEREALES CON GRASA
Pay de limón con merengue,1,rebanada,35.0,35.0,94.0,16.5,CEREALES CON GRASA
Pay  de manzana,1,rebanada,40.0,40.0,95.0,13.6,CEREALES CON GRASA
Pay de nuez,1/3,pieza,23.0,23.0,102.0,13.9,CEREALES CON GRASA
Pay de piña,1/3,pieza,28.0,28.0,108.0,15.1,CEREALES CON GRASA
Pay de queso,1,rebanada,35.0,35.0,112.0,8.9,CEREALES CON GRASA
Pay helado de limón,1,rebanada,40.0,40.0,109.0,13.0,CEREALES CON GRASA
Pop tarts,1/3,pieza,18.0,18.0,70.0,12.9,CEREALES CON GRASA
Prispas,3/4,paquete,19.0,19.0,91.0,14.3,CEREALES CON GRASA
Puré de papa,1/2,taza,105.0,105.0,119.0,17.5,CEREALES CON GRASA
Rice krispies treats,1,barra,22.0,22.0,90.0,17.0,CEREALES CON GRASA
Roles de canela,1/2,pieza,30.0,30.0,100.0,18.0,CEREALES CON GRASA
Rollo de fresa,1,pieza,30.0,30.0,100.0,18.9,CEREALES CON GRASA
Runner sabor hot sauce,1/3,bolsa,20.0,20.0,110.0,10.9,CEREALES CON GRASA
